nom,age,nationalite,club,valeur,salaire,rupture,attaque/defense,pied
T. Černý,33,Czech Republic,Aberdeen,325,2,569.0,Medium/ Medium,Left
N. Spalek,21,Slovakia,Brescia,1000,1,1800.0,High/ Low,Right
N. Madonna,31,Italy,Padova,425,1,659.0,Medium/ Medium,Right
M. Kobras,32,Austria,SCR Altach,375,3,544.0,Medium/ Medium,Right
N. Bärkroth,26,Sweden,Djurgårdens IF,750,2,994.0,Medium/ Low,Right
M. Busellato,25,Italy,Foggia,775,1,1300.0,Medium/ High,Right
M. Stein,32,Germany,FC Energie Cottbus,375,1,544.0,Medium/ Medium,Right
N. Bertrams,25,Netherlands,FC Nordsjælland,625,3,906.0,Medium/ Medium,Right
A. Doukha,31,Algeria,Al Raed,400,5,660.0,Medium/ Medium,Right
E. Quiñones,29,Colombia,Millonarios FC,625,2,875.0,Medium/ Medium,Left
A. Sørensen,22,Denmark, SSV Jahn Regensburg,850,8,,Medium/ Medium,Right
Wang Zhuo,28,China,Guizhou Hengfeng FC,525,4,1200.0,Medium/ Medium,Right
B. Easton,30,United Kingdom,St. Johnstone FC,475,2,831.0,Medium/ High,Left
A. Boyle,27,Republic of Ireland,Dundee FC,625,4,,Medium/ High,Left
V. Kravets,20,Ukraine,CD Lugo,900,2,1600.0,High/ Medium,Left
N. Law,30,United Kingdom,Exeter City,600,4,1100.0,Medium/ Medium,Right
Basilio,34,Spain,CF Rayo Majadahonda,260,2,403.0,Medium/ Medium,Right
K. Pearce,28,Barbados,Mansfield Town,525,6,919.0,Medium/ Medium,Right
M. Edwards,19,United Kingdom,Excelsior,1400,10,,High/ Medium,Left
P. Brożek,35,Poland,Wisła Kraków,300,2,405.0,Medium/ Low,Right
L. Ravanelli,21,Italy,Padova,875,9,,Medium/ Medium,Right
A. Taylor,27,United Kingdom,Northampton Town,600,5,1100.0,Medium/ High,Right
M. Nalepa,25,Poland,Lechia Gdańsk,725,3,1000.0,Medium/ Medium,Right
Lee Myung Jae,24,South Korea,Ulsan Hyundai FC,700,2,928.0,High/ Medium,Left
Tang Xin,27,China,Guizhou Hengfeng FC,525,4,1100.0,Medium/ High,Left
A. Arregui,25,Argentina,San Martin de Tucumán,675,3,1000.0,Low/ High,Right
H. El Sayed,26,Egypt,Ettifaq FC,625,8,1100.0,High/ High,Left
D. Horst,32,United States of America,Real Salt Lake,375,2,563.0,Medium/ High,Right
Álex Barrera,27,Spain,Extremadura UD,725,2,1200.0,Medium/ High,Right
Ricardo Vaz,23,Portugal,CF Reus Deportiu,850,2,1400.0,Medium/ Medium,Right
L. Röser,24,Germany,SG Dynamo Dresden,900,6,1600.0,Medium/ Medium,Right
C. Feraud,27,Ecuador,Al Hazem,550,4,908.0,Medium/ Medium,Right
R. Eckardt,28,Germany,FC Carl Zeiss Jena,650,1,943.0,Medium/ Medium,Right
K. Heerings,28,Netherlands,Fortuna Sittard,525,3,761.0,Low/ High,Left
Lorenzao Masca,34,Brazil,Cruzeiro,350,9,665.0,Medium/ Low,Right
M. Ojeda,19,Argentina,Racing Club,1400,3,2900.0,Medium/ Medium,Left
M. Ndockyt,19,Congo,RCD Mallorca,1000,3,,Medium/ Medium,Left
P. Funk,28,Germany,VfR Aalen,525,1,761.0,High/ High,Right
M. Fallatah,30,Saudi Arabia,Al Hilal,625,11,1100.0,High/ Low,Right
Euller,23,Brazil,Al Shabab,800,7,1500.0,High/ Medium,Left
Liao Lisheng,25,China,Guangzhou Evergrande Taobao FC,775,5,1900.0,High/ High,Right
S. Findlay,22,United Kingdom,Kilmarnock,850,2,1700.0,Medium/ Medium,Left
H. Sönmez,27,Turkey,Atiker Konyaspor,675,6,1400.0,Medium/ Medium,Right
W. Norris,24,United Kingdom,Wolverhampton Wanderers,650,10,1400.0,Medium/ Medium,Left
M. Spano Rahou,23,France,Grenoble Foot 38,725,2,1300.0,Medium/ Medium,Right
L. Zarandia,22,Georgia,Arka Gdynia,1000,2,1600.0,Medium/ Medium,Left
Fábinho,33,Brazil,Philadelphia Union,250,2,375.0,High/ Medium,Left
Zé Manuel,27,Portugal,Santa Clara,675,2,1400.0,Medium/ Medium,Right
B. Innocent,22,Nigeria,Malmö FF,975,2,1500.0,Medium/ High,Right
L. Page,22,United Kingdom,Charlton Athletic,850,3,1700.0,High/ Medium,Left
B. Van Durmen,21,Belgium,Royal Excel Mouscron,825,3,1400.0,Medium/ Medium,Left
Jano,31,Spain,SV Mattersburg,425,5,616.0,Medium/ Medium,Right
E. Larsson,26,Sweden,Malmö FF,625,2,859.0,Medium/ Medium,Right
M. Ehmer,26,Germany,Gillingham,550,3,963.0,Medium/ Medium,Right
V. Solomon-Otabor,22,Nigeria,Birmingham City,1100,7,2300.0,High/ Medium,Right
V. Janjičić,19,Switzerland,Hamburger SV,875,2,1600.0,Medium/ Medium,Right
R. Blanco,28,Argentina,Curicó Unido,650,2,878.0,Medium/ Medium,Left
N. Toko,27,DR Congo,Al Fateh,650,8,1100.0,Medium/ High,Right
J. Rafferty,24,Republic of Ireland,Rochdale,725,2,1300.0,High/ Medium,Right
Higinio,24,Spain,CD Numancia,875,3,1500.0,High/ Medium,Right
Danilo Sacrio,26,Brazil,Paraná,700,7,1300.0,Medium/ Medium,Right
T. Szántó,22,Hungary,SK Rapid Wien,1000,5,1800.0,Medium/ Medium,Right
N. Ravaglia,29,Italy,US Cremonese,500,1,838.0,Medium/ Medium,Right
H. Alpsoy,21,Turkey,Antalyaspor,975,4,2100.0,Medium/ High,Right
M. Migliorini,26,Italy,US Salernitana 1919,650,2,1100.0,Low/ High,Right
Emílio Trevões,30,Brazil,Vitória,625,5,1200.0,Medium/ Medium,Left
L. Bergsma,21,Netherlands,AZ Alkmaar,875,3,1500.0,Medium/ Medium,Right
A. Marciniak,29,Poland,Arka Gdynia,475,2,641.0,Medium/ Medium,Left
S. Kotysch,29,Germany,Sint-Truidense VV,500,4,750.0,Medium/ Medium,Right
N. Peñailillo,26,Chile,Deportes Iquique,625,1,891.0,High/ Medium,Left
Fu Huan,24,China,Shanghai SIPG FC,725,4,1600.0,High/ High,Right
B. Emir,30,Turkey,Göztepe SK,475,7,950.0,Low/ High,Left
Flávio Triginho,34,Brazil,Botafogo,350,7,665.0,Medium/ Medium,Right
D. Haas,34,Germany,FC Erzgebirge Aue,260,2,403.0,Medium/ Medium,Right
Magno Novaes,35,Brazil,AS Béziers,150,1,263.0,Medium/ Medium,Right
S. Ferguson,26,Northern Ireland,Millwall,700,5,1300.0,Medium/ Medium,Left
S. Sinovic,31,United States of America,Sporting Kansas City,425,2,638.0,Medium/ Medium,Left
B. Enobakhare,20,Nigeria,Kilmarnock,1400,14,,Medium/ Medium,Right
T. McMahon,32,United Kingdom,Oxford United,350,4,613.0,Medium/ High,Right
E. Ba,25,France,Racing Club de Lens,675,3,1200.0,Low/ Medium,Right
C. Ayala,32,Colombia,Rionegro Águilas,375,1,506.0,Medium/ Medium,Right
Manuel Sánchez,30,Spain,Elche CF,475,2,736.0,Low/ Medium,Left
O. Bulut,24,Germany,Eintracht Braunschweig,825,2,1300.0,Medium/ High,Right
R. Godínez,25,Mexico,Lobos BUAP,725,2,1300.0,Medium/ Medium,Right
S. Anderson,32,United Kingdom,St. Johnstone FC,375,2,656.0,Medium/ High,Right
A. Marchesano,27,Switzerland,FC Zürich,725,5,1100.0,High/ Medium,Right
E. Ndoj,21,Albania,Brescia,975,1,1700.0,High/ High,Right
D. Rose,30,United Kingdom,Portsmouth,600,4,1100.0,Medium/ High,Left
J. Oumari,29,Lebanon,Sagan Tosu,500,2,625.0,Medium/ Medium,Left
R. Festersen,31,Denmark,Odense Boldklub,575,5,719.0,High/ Medium,Right
J. Blayac,35,France,GFC Ajaccio,300,2,525.0,Medium/ Low,Right
M. Ljujić,24,Republic of Serbia,Os Belenenses,850,2,1800.0,Medium/ Low,Left
R. Vodišek,19,Slovenia,Genoa,975,1,2300.0,Medium/ Medium,Right
M. Marić,34,Switzerland,FC Lugano,200,3,290.0,Low/ Medium,Right
L. Frecklington,32,Republic of Ireland,Lincoln City,475,6,831.0,Medium/ Medium,Right
M. Awad,25,Egypt,Al Wehda,575,5,1000.0,Medium/ Medium,Right
Dong Xuesheng,29,China,Hebei China Fortune FC,650,5,1400.0,High/ Low,Right
J. Düker,22,Germany,SC Paderborn 07,875,4,1400.0,Medium/ Medium,Left
A. Dreyer,20,Denmark,Brighton & Hove Albion,1200,9,2400.0,High/ Medium,Left
P. Estupiñán,20,Ecuador,RCD Mallorca,900,9,,High/ Medium,Left
D. Mast,26,Germany,FC Würzburger Kickers,750,3,1100.0,Medium/ Medium,Left
Andoni López,22,Spain,UD Almería,950,5,,Medium/ Medium,Left
F. Canales,31,Mexico,Lobos BUAP,400,2,660.0,Medium/ Medium,Right
S. Scappini,30,Italy,Cittadella,625,1,969.0,High/ Low,Right
S. Nutz,26,Austria,SCR Altach,775,4,1200.0,Medium/ Medium,Left
J. Byrne,22,Republic of Ireland,Shamrock Rovers,925,1,1600.0,Medium/ Medium,Right
Dilson Calegari,34,Brazil,Vitória,325,4,618.0,Medium/ Medium,Left
Cris,34,Portugal,CD Feirense,200,3,420.0,Medium/ Medium,Right
K. Pannewitz,26,Germany,FC Carl Zeiss Jena,750,1,1100.0,Medium/ Medium,Right
B. Kopacz,26,Poland,Zagłębie Lubin,675,2,962.0,Medium/ Medium,Right
H. Patronen,34,Finland,HJK Helsinki,200,1,430.0,Medium/ High,Right
A. Capello,22,Italy,Padova,900,8,,Medium/ Low,Right
He Guan,25,China,Shanghai SIPG FC,700,4,1600.0,Low/ High,Right
V. Skjerve,30,Norway,FK Haugesund,475,2,594.0,Medium/ Medium,Right
S. Williams,28,United States of America,LA Galaxy,500,3,750.0,High/ High,Right
A. Hughes,26,United Kingdom,Preston North End,625,4,1200.0,Medium/ High,Left
M. Jansen,25,Germany,SV Sandhausen,700,2,1200.0,Medium/ Medium,Right
R. Yates,20,United Kingdom,Nottingham Forest,1200,10,3100.0,High/ High,Right
D. Zeefuik,20,Netherlands,FC Groningen,825,2,1400.0,Medium/ Medium,Right
F. Della Rocca,30,Italy,Padova,600,2,930.0,Medium/ Medium,Left
Z. Alomerović,27,Republic of Serbia,Lechia Gdańsk,550,2,784.0,Medium/ Medium,Right
M. Gouaida,25,Tunisia,SV Sandhausen,775,2,1300.0,Medium/ Medium,Left
S. Adekugbe,23,Canada,Vålerenga Fotball,750,1,1100.0,High/ Medium,Left
N. Molina,20,Argentina,Defensa y Justicia,900,4,,Medium/ Medium,Right
M. Maâzou,29,Niger,Racing Club de Lens,625,4,1100.0,High/ Medium,Right
M. Lieder,28,Netherlands,SønderjyskE,675,5,844.0,High/ Medium,Right
W. Kaptoum,21,Cameroon,Real Betis,1100,5,2500.0,Medium/ Medium,Right
M. Finotto,25,Italy,Cittadella,875,5,,High/ Medium,Left
P. Becker,25,Argentina,CD Antofagasta,800,5,,Medium/ Low,Right
D. Rangelov,35,Bulgaria,FC Energie Cottbus,300,1,435.0,High/ Medium,Right
M. Oxley,27,United Kingdom,Southend United,425,2,744.0,Medium/ Medium,Right
B. Coker,29,United Kingdom,Southend United,475,3,831.0,High/ Medium,Left
Sim Sang Min,25,South Korea,FC Seoul,675,2,894.0,Medium/ Medium,Left
H. Zuck,27,Germany,1. FC Kaiserslautern,675,2,979.0,Medium/ Medium,Left
H. Zapata,23,Colombia,La Equidad,1000,1,1600.0,Medium/ Medium,Right
C. Lines,32,United Kingdom,Bristol Rovers,475,4,831.0,Medium/ Medium,Right
M. Sollbauer,28,Austria,Wolfsberger AC,600,4,915.0,Medium/ High,Right
R. Jansson,26,Sweden,AIK,675,3,928.0,Medium/ Medium,Left
A. Guido,24,United States of America,Club Tijuana,900,5,1700.0,Medium/ Medium,Right
I. González,26,Mexico,Monarcas Morelia,625,3,1100.0,Medium/ High,Right
H. Al Hazaa,26,Saudi Arabia,Ettifaq FC,775,9,1300.0,High/ Low,Right
F. Castillón,32,Argentina,Club Atlético Aldosivi,500,4,725.0,High/ Low,Right
W. Harding,21,United Kingdom,Birmingham City,850,5,1800.0,Medium/ Medium,Right
G. Tansey,29,United Kingdom,Aberdeen,500,3,875.0,Medium/ Medium,Right
H. Ojamaa,27,Estonia,Miedź Legnica,675,2,911.0,High/ High,Right
M. Ríos,34,Chile,Deportes Iquique,325,1,439.0,Medium/ Medium,Right
M. Tévez,21,Argentina,Defensa y Justicia,1100,5,,Medium/ Medium,Right
E. Sosa,22,Venezuela,Columbus Crew SC,950,2,1600.0,Medium/ Medium,Right
T. Lapslie,22,United Kingdom,Colchester United,825,4,1600.0,Medium/ High,Right
M. Sauer,24,Germany,SpVgg Greuther Fürth,725,3,1200.0,Medium/ Medium,Right
R. Descamps,22,France,Clermont Foot 63,700,11,,Medium/ Medium,Left
J. Álvarez,22,Argentina,Club Atlético Banfield,950,4,1600.0,High/ Medium,Right
A. Ludwig,25,Denmark,Odense Boldklub,775,4,1100.0,Medium/ Medium,Left
C. Dunne,25,Republic of Ireland,Motherwell,650,2,1200.0,Medium/ High,Left
L. Rodríguez,24,Argentina,Club Atlético Tigre,725,2,,Medium/ Medium,Left
J. Gómez,22,Colombia,Junior FC,975,1,1600.0,Medium/ Medium,Right
J. Aribo,21,United Kingdom,Charlton Athletic,1100,3,2100.0,Medium/ Medium,Left
Gabriel,20,Brazil,LOSC Lille,975,6,2100.0,Low/ High,Left
C. Machado,28,Bolivia,New England Revolution,575,3,877.0,Medium/ High,Right
L. Kruse,34,Germany,Eintracht Braunschweig,260,2,377.0,Medium/ Medium,Right
S. McConville,29,United Kingdom,Accrington Stanley,625,2,1100.0,High/ Medium,Right
D. Drocco,29,Argentina,Club Atlético Huracán,625,5,938.0,High/ High,Right
A. Sušac,29,Croatia,VfL Osnabrück,500,2,725.0,Medium/ Medium,Right
M. Perlak,32,Austria,SV Mattersburg,500,6,725.0,High/ High,Right
B. Clarke,30,Republic of Ireland,Charlton Athletic,625,4,1100.0,High/ High,Left
Eduardo,25,Brazil,Kawasaki Frontale,625,3,859.0,Medium/ Medium,Left
K. Dawson,28,Republic of Ireland,Cheltenham Town,650,4,1100.0,High/ High,Right
H. McGahey,22,United Kingdom,Rochdale,825,2,1600.0,Medium/ Medium,Right
Gu Chao,28,China,Jiangsu Suning FC,550,5,1200.0,Medium/ Medium,Right
R. Caballero,27,Paraguay,Rionegro Águilas,675,1,911.0,High/ Medium,Left
Ever Rodeiro,34,Brazil,Botafogo,325,7,618.0,Medium/ High,Right
X. Arreaga,23,Ecuador,,0,0,,Medium/ Medium,Right
C. Cercado,29,Mexico,Lobos BUAP,500,3,825.0,Low/ Medium,Left
H. Al Raheb,34,Saudi Arabia,Al Shabab,350,10,578.0,High/ Medium,Right
C. Schuler,30,United States of America,Orlando City SC,475,2,713.0,Low/ High,Left
S. Mantom,26,United Kingdom,Southend United,775,3,1400.0,Medium/ Medium,Right
O. Bouy,25,Netherlands,PEC Zwolle,750,10,,Medium/ Medium,Left
J. Dongou Tsafack,23,Cameroon,CD Lugo,925,3,1700.0,High/ Medium,Right
P. Mainka,23,Germany,1. FC Heidenheim 1846,725,3,1200.0,Medium/ Medium,Right
A. Kantari,33,Morocco,Valenciennes FC,260,2,455.0,Medium/ Medium,Left
T. Mavromatis,21,Greece,Panathinaikos FC,825,1,2000.0,Low/ High,Left
Li Lei,26,China,Beijing Sinobo Guoan FC,625,5,1400.0,High/ Medium,Left
Raphael Doninho,30,Brazil,Grêmio,600,8,1100.0,High/ Medium,Right
K. Bülow,32,Germany,FC Hansa Rostock,375,1,544.0,Low/ Medium,Right
R. Magyar,27,Sweden,SpVgg Greuther Fürth,600,3,975.0,Medium/ Medium,Right
F. Brillant,33,France,DC United,260,2,390.0,Medium/ Medium,Right
K. Tamada,38,Japan,Nagoya Grampus,220,2,275.0,Medium/ Medium,Left
M. Ballmert,24,Germany,SV Meppen,675,1,1000.0,Medium/ High,Right
M. Laínez,22,Mexico,Lobos BUAP,875,2,1600.0,High/ Medium,Left
K. Mayi,25,France,Stade Brestois 29,850,3,1600.0,Medium/ Medium,Right
N. Manfredini,30,Italy,Spezia,425,1,659.0,Medium/ Medium,Right
K. Koizumi,23,Japan,Kashiwa Reysol,750,3,1100.0,Medium/ Medium,Right
C. Aneke,24,United Kingdom,Milton Keynes Dons,875,5,1600.0,Medium/ Medium,Right
Juan Cruz,25,Spain,Elche CF,625,2,1000.0,Medium/ High,Left
S. Olivarez,26,Argentina,Belgrano de Córdoba,675,4,,Low/ Medium,Left
P. Gladon,26,Netherlands,Sint-Truidense VV,775,19,,High/ Medium,Right
E. Aydoğan,21,Turkey,Bursaspor,1400,4,3700.0,High/ Medium,Left
V. Pule,26,South Africa,Orlando Pirates,750,1,1700.0,High/ Medium,Left
Daniel Fuzato,20,Brazil,Roma,800,7,1500.0,Medium/ Medium,Right
G. Valverde,28,Bolivia,,0,0,,Medium/ Medium,Right
D. de Vries,37,Netherlands,Celtic,40,7,72.0,Medium/ Medium,Right
A. Lithgow,30,United Kingdom,Livingston FC,475,2,831.0,Medium/ High,Right
L. Nicholls,25,United Kingdom,Milton Keynes Dons,625,4,1100.0,Medium/ Medium,Right
R. Teibert,25,Canada,Vancouver Whitecaps FC,700,2,1100.0,Medium/ High,Left
M. Figueroa,28,Argentina,San Martin de Tucumán,675,4,979.0,High/ Low,Right
A. Nübel,21,Germany,FC Schalke 04,925,4,1800.0,Medium/ Medium,Right
Z. Al Sahafi,24,Saudi Arabia,Al Ittihad,700,8,1200.0,Medium/ High,Right
J. Schouten,21,Netherlands,Excelsior,900,2,1500.0,Medium/ Medium,Right
R. Rep,28,Slovenia,TSV Hartberg,650,3,943.0,Medium/ Medium,Left
M. Rubin,30,Italy,Foggia,475,1,760.0,High/ Medium,Left
L. Guldan,35,Slovakia,Zagłębie Lubin,150,2,203.0,Low/ High,Right
C. Telo,28,Sweden,Molde FK,500,2,625.0,High/ Medium,Right
M. Pearson,24,United Kingdom,Luton Town,700,3,1300.0,Medium/ Medium,Right
Ricardo Alves,27,Portugal,CD Tondela,650,2,1400.0,Medium/ Medium,Right
T. Paredes,25,Paraguay,Newell's Old Boys,725,5,1100.0,Low/ Medium,Right
Kauã Reisende,26,Brazil,Bahia,700,4,1300.0,Medium/ Medium,Right
L. Madrigal,25,Mexico,Monterrey,850,13,1500.0,High/ Low,Right
Augusto César,25,Brazil,Querétaro,775,3,1400.0,Medium/ Medium,Right
D. Holm,32,Norway,Vålerenga Fotball,475,2,594.0,Medium/ Medium,Left
Y. Akimoto,30,Japan,Shonan Bellmare,425,1,531.0,Medium/ Medium,Right
J. Beckford,34,Jamaica,Bury,350,5,613.0,Medium/ Low,Right
N. Crovetto,32,Chile,Audax Italiano,350,2,473.0,Medium/ Medium,Left
Y. Maruyama,29,Japan,Nagoya Grampus,500,3,625.0,Low/ High,Left
B. Jatta,20,Gambia,Hamburger SV,1100,3,2000.0,Low/ Medium,Right
G. Merebashvili,31,Georgia,Wisła Płock,575,2,776.0,High/ Medium,Right
D. Vaughan,35,United Kingdom,Notts County,150,4,263.0,Medium/ High,Left
T. Mauricio,24,France,Valenciennes FC,875,2,1700.0,High/ Medium,Left
K. Dougall,25,Australia,Barnsley,650,3,1200.0,Medium/ Medium,Right
D. Arreola,32,Mexico,Puebla FC,375,3,638.0,Low/ High,Left
J. Cousins,24,United Kingdom,Queens Park Rangers,775,3,1500.0,Medium/ High,Right
J. Duma,24,Argentina,CD Antofagasta,800,1,1100.0,High/ Low,Right
T. Spurr,30,United Kingdom,Fleetwood Town,475,4,,Medium/ Medium,Left
J. Martínez,23,Peru,CF Rayo Majadahonda,950,2,1700.0,Medium/ Low,Right
C. Schoppenhauer,26,Germany,FC St. Pauli,650,5,1100.0,Low/ Medium,Right
L. Roberts,23,United Kingdom,Walsall,650,2,1300.0,Medium/ Medium,Left
M. Pellegrini,18,Argentina,Estudiantes de La Plata,1300,2,2800.0,Medium/ High,Left
C. Schwegler,34,Switzerland,FC Luzern,180,4,261.0,High/ Medium,Right
K. Petersen,33,Denmark,Odense Boldklub,260,4,325.0,Low/ High,Right
J. Vet,24,Netherlands,De Graafschap,675,2,1000.0,Medium/ High,Right
H. Kawano,28,Japan,Sagan Tosu,650,2,813.0,Medium/ Medium,Left
F. Stokkers,22,Netherlands,Fortuna Sittard,875,3,1300.0,High/ Medium,Right
G. Gómez,22,Argentina,Racing Club,750,4,1300.0,Medium/ Medium,Right
M. Lund,27,Northern Ireland,Scunthorpe United,650,4,1100.0,Medium/ Medium,Right
M. Jankowski,28,Poland,Arka Gdynia,650,2,878.0,Medium/ Medium,Right
A. Maisonnial,20,France,FC Sion,1000,4,2100.0,Medium/ Medium,Right
M. Lugo,28,Paraguay,Belgrano de Córdoba,650,5,943.0,Medium/ Low,Left
D. Niwa,32,Japan,FC Tokyo,375,3,469.0,Medium/ Medium,Right
C. Riegler,26,Austria,SKN St. Pölten,550,4,839.0,Medium/ Medium,Right
R. Lundqvist,21,Sweden,PSV,1000,3,1600.0,Medium/ Medium,Right
S. Muniru,25,Ghana,Yeni Malatyaspor,725,4,1500.0,Medium/ Medium,Right
Zhang Lu,30,China,Tianjin Quanjian FC,425,5,914.0,Medium/ Medium,Right
J. Reeves,25,United Kingdom,Bradford City,850,4,1600.0,High/ High,Right
E. Ward,33,United Kingdom,Notts County,260,5,455.0,Medium/ Medium,Right
J. Tamm,26,Estonia,Sarpsborg 08 FF,675,2,894.0,Medium/ Medium,Left
M. Heylen,24,Belgium,SV Zulte-Waregem,700,4,1100.0,Medium/ Medium,Right
G. Gallon,25,France,US Orléans Loiret Football,600,2,1100.0,Medium/ Medium,Right
T. Adarabioyo,20,United Kingdom,West Bromwich Albion,925,6,1900.0,Medium/ Medium,Right
L. Martin,31,United Kingdom,Exeter City,575,4,1000.0,High/ Medium,Right
F. Ferrari,22,Italy,Brescia,875,5,,Medium/ Medium,Right
Trujillo,30,Spain,UD Almería,475,3,736.0,Low/ Medium,Right
Kim Yong Dae,38,South Korea,Ulsan Hyundai FC,40,1,50.0,Medium/ Medium,Right
E. Babayan,22,Armenia,Hobro IK,875,3,1300.0,High/ Low,Right
Diogo Santos,33,Portugal,Santa Clara,260,2,546.0,Medium/ High,Right
T. Borevković,21,Croatia,Rio Ave FC,875,2,2000.0,Medium/ Medium,Right
J. Jacobson,31,United Kingdom,Wycombe Wanderers,425,3,744.0,Medium/ Medium,Left
Benja,30,Spain,Elche CF,625,3,969.0,Medium/ High,Right
D. Phillips,23,United Kingdom,Charlton Athletic,750,3,1500.0,Medium/ Medium,Right
G. Aburjania,23,Georgia,CD Lugo,775,4,,Medium/ Medium,Right
J. Riley,21,United Kingdom,Bradford City,850,3,1700.0,Medium/ Medium,Right
A. Matějů,22,Czech Republic,Brescia,750,10,,High/ Medium,Right
Filipe Brigues,27,Portugal,GD Chaves,525,3,1100.0,Medium/ Medium,Right
J. Zelený,25,Czech Republic,SK Slavia Praha,675,1,1500.0,Medium/ Medium,Left
S. Svendsen,20,Norway,Hammarby IF,1000,2,1500.0,High/ Medium,Right
J. Moreno,21,Colombia,Once Caldas,975,1,1500.0,Low/ Medium,Left
R. Bushiri,18,Belgium,KAS Eupen,1200,2,,Medium/ Medium,Right
H. Rivero,25,Argentina,Deportivo Pasto,825,1,1200.0,Medium/ Low,Right
M. Grella,31,United States of America,Columbus Crew SC,575,3,863.0,Medium/ Medium,Right
I. Lanni,28,Italy,Ascoli,525,1,853.0,Medium/ Medium,Right
A. Sané,25,Senegal,FC Sochaux-Montbéliard,825,3,1500.0,Medium/ Low,Right
F. Castillo,28,Colombia,Jaguares de Córdoba,500,1,675.0,High/ Medium,Left
M. Galmarini,36,Argentina,Club Atlético Tigre,70,3,105.0,Medium/ Medium,Right
A. Monfray,27,France,US Orléans Loiret Football,525,2,919.0,Medium/ Medium,Right
B. Castillo,40,Colombia,Atlético Huila,40,1,54.0,Medium/ Medium,Right
S. Diop,18,France,AS Monaco,1500,8,4200.0,Medium/ Low,Right
Yin Hongbo,28,China,Hebei China Fortune FC,650,5,1400.0,High/ Medium,Left
A. Hainault,32,Canada,1. FC Kaiserslautern,375,2,544.0,Medium/ Medium,Right
D. Čotra,33,Republic of Serbia,Śląsk Wrocław,250,2,338.0,High/ Medium,Left
C. Washington,26,Northern Ireland,Sheffield United,825,5,1600.0,High/ High,Right
F. Nimani,29,France,Neuchâtel Xamax,650,3,943.0,Medium/ Medium,Left
M. Macey,23,United Kingdom,Plymouth Argyle,700,14,,Medium/ Medium,Right
M. Doyle,36,Republic of Ireland,Coventry City,90,2,158.0,Medium/ High,Left
D. Raum,20,Germany,SpVgg Greuther Fürth,1100,2,1900.0,Medium/ Medium,Left
V. Retamal,20,Chile,Unión La Calera,825,1,1300.0,Medium/ Medium,Right
A. Cruz,20,Mexico,Lobos BUAP,975,2,1800.0,Low/ Medium,Left
M. Bruscagin,28,Italy,Venezia FC,525,2,814.0,Medium/ High,Right
C. Morris,22,United Kingdom,Norwich City,950,8,2000.0,Medium/ Medium,Right
A. Syhre,23,Germany,FC Würzburger Kickers,750,2,1200.0,Medium/ Medium,Right
L. Paz,29,Colombia,Deportes Tolima,500,1,700.0,Low/ Medium,Right
L. Dos Santos,25,France,Valenciennes FC,675,2,1200.0,Medium/ Medium,Right
A. Akinfenwa,36,United Kingdom,Wycombe Wanderers,230,2,403.0,Low/ Low,Right
Jin Jingdao,26,China,Shandong Luneng TaiShan FC,750,6,1700.0,Medium/ Medium,Right
F. Bonazzoli,21,Italy,Padova,975,8,,High/ Medium,Left
B. Tetteh,20,Ghana,Sparta Praha,1100,1,2500.0,High/ Medium,Right
J. Grot,20,Netherlands,VVV-Venlo,1000,10,,Medium/ Medium,Right
G. Notsuda,24,Japan,Vegalta Sendai,850,3,,High/ Medium,Left
D. Jones,21,United States of America,Philadelphia Union,975,2,1700.0,High/ High,Left
N. Hansen,23,Denmark,Columbus Crew SC,850,2,1300.0,High/ Medium,Right
T. Beltran,30,United States of America,Real Salt Lake,475,2,713.0,Medium/ Medium,Right
D. Peitz,33,Germany,Holstein Kiel,260,4,403.0,Low/ High,Left
